term,coeff
RPM^0·rate^0,14.899078595472279
RPM^0·rate^1,0.38062904743628717
RPM^0·rate^2,-0.03605275656675422
RPM^1·rate^0,-3.1002932506663146
RPM^1·rate^1,0.13296484590320348
RPM^2·rate^0,-0.5435901355833814
