term,coeff
RPM^0·rate^0,2.182908558375582
RPM^0·rate^1,1.5809908696495911
RPM^0·rate^2,1.4855778104882085
RPM^1·rate^0,1.1373536722330055
RPM^1·rate^1,-0.871728182095186
RPM^2·rate^0,0.009409004656172837
