term,coeff
RPM^0·rate^0,4.001972844804949
RPM^0·rate^1,0.7055881542533193
RPM^0·rate^2,0.4049352191335167
RPM^1·rate^0,1.7517244215723242
RPM^1·rate^1,0.39897831983107357
RPM^2·rate^0,-0.3233361010774686
