term,coeff
RPM^0·rate^0,15.228347576925923
RPM^0·rate^1,0.5264782604975088
RPM^0·rate^2,-0.22065976224058959
RPM^1·rate^0,-2.971293749482538
RPM^1·rate^1,0.14653515702744768
RPM^2·rate^0,-0.5215607193970192
